StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_DuplicateRespondent,Q2,Q3,Q5,Q6,Q7,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_6_TEXT,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q20_First Click,Q20_Last Click,Q20_Page Submit,Q20_Click Count,Q22_First Click,Q22_Last Click,Q22_Page Submit,Q22_Click Count,Q24_First Click,Q24_Last Click,Q24_Page Submit,Q24_Click Count,Q26_First Click,Q26_Last Click,Q26_Page Submit,Q26_Click Count,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q27_10,Q28_1,Q28_2,Q28_3,Q28_4,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,Q29_10,Q29_11,Q29_12,Q29_13,Q29_14,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q31,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q33,Q34,Q35,Q_DuplicateRespondentStatus,Q_BallotBoxStuffing,opp,QPMID,gc,term,tg,Q_TotalDuration,PS,SVID,supplier_id,_os_api_transaction_id,Weight,GenPopWeight,age_group,race,2nd_order,pureSpectrumRedirectUrl,pureSpectrumSignatureValue
07-05-2026 06:45,07-05-2026 07:44,IP Address,100,3548,TRUE,07-05-2026 07:44,R_5RVVQdavmyBsNuR,anonymous,EN,,Yes,Yes,1968,Female,Some college,South,Yes,,,,,,Other,Latina ,"$40,000 to $49,999",Not at all interested1,Moderately interested4,Moderately interested4,5,Moderately interested4,5,2,A moderate amount of attention4,A moderate amount of attention4,5,A moderate amount of attention4,5,A lot like me7,6,5,5,3,5,Somewhat like me4,3,6,Somewhat like me4,Somewhat like me4,Somewhat like me4,Not at all like me1,Somewhat like me4,Somewhat like me4,Don't know,Definitely true,Likely true,Don't know,Likely true,Definitely false,,Likely true,Likely true,Likely true,Likely true,Likely true,,,,,,,,,17.372,18.626,21.91,2,,,,,6,6,6,Very much7,Somewhat4,6,6,Somewhat4,Not at all1,Not at all1,4,4,4,4,,,,,,,,,,,,,,,Strongly agree7,5,Neither agree nor disagree4,2,Neither agree nor disagree4,Strongly agree7,4 - The risks and benefits are about equal,Neither agree nor disagree4,Neither agree nor disagree4,6,5,Neither agree nor disagree4,Neither agree nor disagree4,1 - No guidance at all,moderate,moderate,,,Qual81139-0421-GenPop-[MD],C0007,1,,,3548,,49454771,607,5WMtr9Tb1JSLGTUN9ixAsV,0.4230158,0.652239478,55+,Hispanic,DV2,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=5WMtr9Tb1JSLGTUN9ixAsV&ps_hash=933dabcf1f454ac35f3c3b6c9751a75e3d2ec096,933dabcf1f454ac35f3c3b6c9751a75e3d2ec096
07-05-2026 07:42,07-05-2026 07:50,IP Address,100,457,TRUE,07-05-2026 07:50,R_6lrw1vQDcS2cV4p,anonymous,EN,,Yes,Yes,1983,Male,High school graduate,West,Yes,,,,Native Hawaiian or Pacific Islander,,,,"$100,000 to $149,999",Very Interested7,Very Interested7,5,Very Interested7,6,5,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A moderate amount of attention4,A lot like me7,Somewhat like me4,A lot like me7,A lot like me7,5,A lot like me7,6,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,6,Somewhat like me4,Don't know,Likely true,Definitely true,Don't know,Likely false,Likely true,Definitely true,Definitely true,Likely false,Likely true,Likely true,Likely true,,,,,,,,,6.054,8.787,21.801,2,,,,,6,5,Somewhat4,6,6,5,5,6,Somewhat4,Somewhat4,5,7,1,4,,,,,,,,,,,,,,,6,3,3,6,6,Strongly agree7,5,5,6,3,5,2,6,4 - A moderate amount of guidance,moderate,moderate,,,Qual81139-0421-GenPop-[MD],C0007,1,,,457,,49454771,4167,4u7GZJxo3kF7wiTJ9jaUQ7,1.463980073,1.982960729,35-54,Hispanic,DV2,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=4u7GZJxo3kF7wiTJ9jaUQ7&ps_hash=d9257ed57c19bdb5b79695834b7564b55800ff6c,d9257ed57c19bdb5b79695834b7564b55800ff6c
07-05-2026 07:46,07-05-2026 07:50,IP Address,100,267,TRUE,07-05-2026 07:50,R_7KGGMOsHbzrAgyu,anonymous,EN,,Yes,Yes,1992,Female,High school graduate,Midwest,No,,,,,White,,,"Less than $10,000",Very Interested7,Very Interested7,Very Interested7,Very Interested7,Very Interested7,6,A moderate amount of attention4,6,5,6,5,5,Somewhat like me4,5,Somewhat like me4,5,Somewhat like me4,Somewhat like me4,Somewhat like me4,Somewhat like me4,Somewhat like me4,Somewhat like me4,3,Somewhat like me4,Somewhat like me4,3,2,Don't know,Likely true,Definitely true,Don't know,Definitely false,Don't know,,,,,,,,,,,,,,,,,,,11.087,12.813,20.938,2,6,Somewhat4,5,6,5,Somewhat4,Somewhat4,5,Not at all1,Not at all1,6,6,6,6,,,,,,,,,,,,,,,Neither agree nor disagree4,5,5,5,Neither agree nor disagree4,Strongly agree7,5,6,6,5,5,5,Neither agree nor disagree4,3,liberal,moderate,,,Qual81139-0421-GenPop-[MD],C0007,1,,,267,,49454771,4167,0YGShNoX3py7ehkKki9jHF,1.988730713,1.369824734,18-34,Whites,DV2,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=0YGShNoX3py7ehkKki9jHF&ps_hash=caabed3c15a6f1af445be4ad24b376a122402965,caabed3c15a6f1af445be4ad24b376a122402965
07-05-2026 07:45,07-05-2026 07:51,IP Address,100,344,TRUE,07-05-2026 07:51,R_50o3YVApLlM8pa3,anonymous,EN,,Yes,Yes,1981,Male,"4 year college degree (e.g., bachelor's degree)",West,No,,,,,White,,,"$60,000 to $69,999",Not at all interested1,Not at all interested1,2,Not at all interested1,Moderately interested4,3,No attention at all1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,Somewhat like me4,2,3,Somewhat like me4,6,Somewhat like me4,5,6,6,Somewhat like me4,A lot like me7,Somewhat like me4,Somewhat like me4,A lot like me7,A lot like me7,Definitely true,Definitely false,Don't know,Definitely false,Likely true,Likely true,Definitely true,Definitely true,Definitely true,Likely true,Definitely true,Likely true,0,0,21.121,0,,,,,,,,,,,,,6,6,Very much7,Very much7,Very much7,6,5,Somewhat4,Not at all1,Not at all1,7,7,7,7,5,6,5,5,Somewhat likely4,6,Very likely7,Very likely7,Somewhat likely4,Very likely7,Very likely7,6,5,Very likely7,,,,,,,,,,,,,,1 - No guidance at all,somewhat conservative,moderate,,,Qual81139-0421-GenPop-[MD],C0007,1,,,344,,49454771,4167,0ofR404ojeqVUt2yD2cfWy,1.988730713,1.369824734,35-54,Whites,DV1,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=0ofR404ojeqVUt2yD2cfWy&ps_hash=87845658fbacd08405b687a36a16fcc7dc08ae26,87845658fbacd08405b687a36a16fcc7dc08ae26
07-05-2026 07:46,07-05-2026 07:51,IP Address,100,339,TRUE,07-05-2026 07:51,R_1K6IqlJqqOSuqcr,anonymous,EN,,Yes,Yes,2006,Male,High school graduate,Northeast,Yes,,,Black or African American,,,,,"$10,000 to $19,999",Moderately interested4,2,3,Moderately interested4,3,Moderately interested4,A moderate amount of attention4,A moderate amount of attention4,A moderate amount of attention4,A moderate amount of attention4,A moderate amount of attention4,A moderate amount of attention4,Somewhat like me4,Somewhat like me4,Somewhat like me4,3,Somewhat like me4,Somewhat like me4,Somewhat like me4,Somewhat like me4,Somewhat like me4,Somewhat like me4,Somewhat like me4,Somewhat like me4,Somewhat like me4,Somewhat like me4,Somewhat like me4,Don't know,Definitely true,Definitely true,Don't know,Don't know,Definitely true,,,,,Definitely true,,,,,,,,,,6.243,52.92,52.934,3,,,,,Somewhat4,Somewhat4,Somewhat4,Somewhat4,Somewhat4,Somewhat4,Somewhat4,Somewhat4,Not at all1,Not at all1,4,3,4,4,Somewhat likely4,Somewhat likely4,Somewhat likely4,Somewhat likely4,Somewhat likely4,Somewhat likely4,Somewhat likely4,Somewhat likely4,Somewhat likely4,Somewhat likely4,Somewhat likely4,Somewhat likely4,Somewhat likely4,Very likely7,,,,,,,,,,,,,,4 - A moderate amount of guidance,moderate,moderate,,,Qual81139-0421-GenPop-[MD],C0007,1,,,339,,49454771,4167,4xd5FsXvNRxLZxXP9b6shv,0.131008205,0.405388458,18-34,Hispanic,DV1,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=4xd5FsXvNRxLZxXP9b6shv&ps_hash=88d88392067396a1f2ef4e762e44a117cdc0655a,88d88392067396a1f2ef4e762e44a117cdc0655a
07-05-2026 07:48,07-05-2026 07:52,IP Address,100,279,TRUE,07-05-2026 07:52,R_1sAIr2xv7OwtjiN,anonymous,EN,,Yes,Yes,1963,Male,"2 year degree (e.g., associate degree)",South,Yes,,,,,White,,,"$10,000 to $19,999",Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,A great deal of attention7,6,6,6,6,5,6,6,6,6,6,6,6,3,A lot like me7,2,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,,,,,,,,,,,,,,,,,,0,0,23.783,0,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,7,7,7,7,,,,,,,,,,,,,,,6,6,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,Strongly agree7,4 - The risks and benefits are about equal,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,4 - A moderate amount of guidance,very liberal,very liberal,,,Qual81139-0421-GenPop-[MD],C0007,1,,,279,,49454771,607,2VWCBUFFI9bUgvB8pkrQmN,0.623090877,0.723663935,55+,Hispanic,DV2,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=2VWCBUFFI9bUgvB8pkrQmN&ps_hash=c06379aa9e4e501fd72af867ecf66f5258177927,c06379aa9e4e501fd72af867ecf66f5258177927
07-05-2026 07:42,07-05-2026 07:53,IP Address,100,659,TRUE,07-05-2026 07:53,R_3kbtdv3FMan9Nfz,anonymous,EN,,Yes,Yes,2006,Female,Some college,West,Yes,,,,,White,,,"$50,000 to $59,999",2,3,5,Moderately interested4,6,Not at all interested1,No attention at all1,2,6,A moderate amount of attention4,6,No attention at all1,Somewhat like me4,6,6,A lot like me7,A lot like me7,A lot like me7,A lot like me7,6,A lot like me7,5,Somewhat like me4,2,Somewhat like me4,5,3,Definitely true,Definitely false,Definitely true,Don't know,Definitely false,Definitely false,Definitely true,Definitely true,Likely false,Definitely true,Definitely true,Definitely false,,,,,0,0,40.376,0,,,,,,,,,Very much7,Very much7,Very much7,Very much7,Somewhat4,Not at all1,Very much7,Very much7,Not at all1,Not at all1,7,5,7,7,,,,,,,,,,,,,,,Strongly agree7,3,6,Strongly disagree1,Strongly agree7,Strongly agree7,7 - The benefits strongly outweigh the risks,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,1 - No guidance at all,very liberal,very liberal,,,Qual81139-0421-GenPop-[MD],C0007,1,,,659,,49454771,4167,2T8WHzmpHGg2pWItKEpP6k,0.623090877,0.723663935,18-34,Hispanic,DV2,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=2T8WHzmpHGg2pWItKEpP6k&ps_hash=b025597e86854bc58d3f7f5807f0a2429f82cf36,b025597e86854bc58d3f7f5807f0a2429f82cf36
07-05-2026 07:46,07-05-2026 07:57,IP Address,100,681,TRUE,07-05-2026 07:57,R_539yp9bNUKwOinF,anonymous,EN,,Yes,Yes,1993,Male,"Advanced degree (e.g., graduate school, JD, MD, PhD)",South,Yes,,,,,White,,,"$100,000 to $149,999",Moderately interested4,6,Moderately interested4,Moderately interested4,3,Very Interested7,A moderate amount of attention4,5,A moderate amount of attention4,A moderate amount of attention4,A moderate amount of attention4,6,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,Somewhat like me4,Not at all like me1,2,A lot like me7,Somewhat like me4,Definitely true,Likely true,Definitely true,Don't know,Definitely true,Likely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely false,0,0,25.541,0,,,,,,,,,,,,,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Not at all1,Not at all1,7,5,7,7,Very likely7,Very likely7,Very likely7,2,3,Very likely7,5,5,5,5,Somewhat likely4,6,Somewhat likely4,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,conservative,somewhat conservative,,,Qual81139-0421-GenPop-[MD],C0007,1,,,681,,49454771,4167,4O6CXrcd6Ev1mRWrGBKhxX,0.623090877,0.723663935,18-34,Hispanic,DV1,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=4O6CXrcd6Ev1mRWrGBKhxX&ps_hash=2361ce14036f64124103017eb6cb5ef9755ddd1f,2361ce14036f64124103017eb6cb5ef9755ddd1f
07-05-2026 07:51,07-05-2026 07:58,IP Address,100,449,TRUE,07-05-2026 07:58,R_7PGDVoTPQmeMlxv,anonymous,EN,,Yes,Yes,1982,Male,"Advanced degree (e.g., graduate school, JD, MD, PhD)",West,Yes,,,,,White,,,"$150,000 or more",5,6,Very Interested7,Very Interested7,5,Very Interested7,5,A great deal of attention7,A great deal of attention7,A great deal of attention7,5,A great deal of attention7,A lot like me7,6,6,A lot like me7,Somewhat like me4,6,6,Somewhat like me4,A lot like me7,6,3,Somewhat like me4,Not at all like me1,6,2,Don't know,Don't know,Don't know,Likely false,Likely false,Likely true,Likely true,Likely true,Likely false,Likely true,Likely true,Definitely true,27.254,27.254,28.805,1,,,,,,,,,,,,,6,6,5,Very much7,2,5,Somewhat4,5,Not at all1,2,7,5,7,6,6,Very likely7,Very likely7,6,5,Somewhat likely4,5,6,5,5,Somewhat likely4,Very likely7,5,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,conservative,conservative,,,Qual81139-0421-GenPop-[MD],C0007,1,,,449,,49454771,2904,5oVopjjdMGDIrZtXCZgeYA,0.623090877,0.723663935,35-54,Hispanic,DV1,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=5oVopjjdMGDIrZtXCZgeYA&ps_hash=7cc68ea58c1029db9424f8c03e068140d5905efa,7cc68ea58c1029db9424f8c03e068140d5905efa
07-05-2026 07:44,07-05-2026 08:00,IP Address,100,961,TRUE,07-05-2026 08:01,R_6jJEgHpZzN6HQrf,anonymous,EN,,Yes,Yes,1975,Female,"2 year degree (e.g., associate degree)",Midwest,Yes,,,,,White,,,"$100,000 to $149,999",3,3,Moderately interested4,Moderately interested4,5,3,3,3,5,3,A moderate amount of attention4,3,Somewhat like me4,Somewhat like me4,6,Somewhat like me4,5,A lot like me7,5,3,A lot like me7,6,6,Somewhat like me4,A lot like me7,A lot like me7,A lot like me7,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Likely false,Likely true,Definitely true,,Likely true,Definitely true,,,,,,,,,,17.279,19.21,21.376,3,,,,,Somewhat4,5,5,5,Somewhat4,Not at all1,Somewhat4,3,Not at all1,Not at all1,4,1,4,5,,,,,,,,,,,,,,,Neither agree nor disagree4,Strongly agree7,Neither agree nor disagree4,2,Strongly agree7,Strongly agree7,1 - The risks strongly outweigh the benefits,Neither agree nor disagree4,Neither agree nor disagree4,5,Neither agree nor disagree4,Neither agree nor disagree4,5,7 - A great deal of guidance,conservative,somewhat conservative,,,Qual81139-0421-GenPop-[MD],C0007,1,,,961,,49454771,4167,3l2CMtaSMPhxWypoSs5rSW,0.623090877,0.723663935,35-54,Hispanic,DV2,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=3l2CMtaSMPhxWypoSs5rSW&ps_hash=adb74f3e585d9faf60a18e1b8fd029b38966dc66,adb74f3e585d9faf60a18e1b8fd029b38966dc66
07-05-2026 07:54,07-05-2026 08:01,IP Address,100,409,TRUE,07-05-2026 08:01,R_64e0WrrmpxaeN5a,anonymous,EN,,Yes,Yes,2006,Female,High school graduate,Northeast,Yes,,,,,White,,,"$20,000 to $29,999",Not at all interested1,3,3,5,Moderately interested4,2,No attention at all1,A moderate amount of attention4,2,A great deal of attention7,2,No attention at all1,6,5,2,Somewhat like me4,2,A lot like me7,Somewhat like me4,2,Somewhat like me4,2,A lot like me7,2,5,A lot like me7,A lot like me7,Definitely true,Don't know,Likely true,Don't know,Don't know,Likely true,,,,Likely true,,,,,,,2.432,5.666,28.797,4,,,,,,,,,5,Somewhat4,Somewhat4,2,Somewhat4,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,5,5,4,4,6,6,5,Very likely7,Not at all likely1,3,5,Very likely7,2,Not at all likely1,6,5,Very likely7,Very likely7,,,,,,,,,,,,,,1 - No guidance at all,liberal,somewhat liberal,,,Qual81139-0421-GenPop-[MD],C0007,1,,,409,,49454771,37,4giave5auw12j2n7thPnIY,0.623090877,0.723663935,18-34,Hispanic,DV1,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=4giave5auw12j2n7thPnIY&ps_hash=9ec76531f2f00cd0360a86b24abb92c5ade8e5af,9ec76531f2f00cd0360a86b24abb92c5ade8e5af
07-05-2026 07:44,07-05-2026 08:02,IP Address,100,1048,TRUE,07-05-2026 08:02,R_736ONa3eI3xIUql,anonymous,EN,,Yes,Yes,1988,Male,High school graduate,West,Yes,,,,,White,,,"$20,000 to $29,999",5,Moderately interested4,5,Moderately interested4,5,5,2,2,2,No attention at all1,3,2,5,3,5,A lot like me7,Somewhat like me4,Somewhat like me4,3,2,Somewhat like me4,5,Somewhat like me4,3,A lot like me7,2,Somewhat like me4,Definitely true,Definitely true,Likely true,Definitely false,Likely true,Likely true,Likely true,Definitely true,Definitely true,Likely true,Definitely true,Definitely false,,,,,0,0,40.154,0,,,,,,,,,Very much7,Very much7,Very much7,Very much7,2,Somewhat4,Very much7,5,Not at all1,Not at all1,7,7,7,7,,,,,,,,,,,,,,,Strongly agree7,Strongly agree7,5,6,Strongly agree7,Strongly agree7,4 - The risks and benefits are about equal,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,3,somewhat conservative,conservative,,,Qual81139-0421-GenPop-[MD],C0007,1,,,1048,,49454771,4167,1WS3NbpUTaRPiax7D8hLue,0.623090877,0.723663935,35-54,Hispanic,DV2,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=1WS3NbpUTaRPiax7D8hLue&ps_hash=f21413637881046974a599d943f837a5c314caa1,f21413637881046974a599d943f837a5c314caa1
07-05-2026 07:48,07-05-2026 08:03,IP Address,100,912,TRUE,07-05-2026 08:03,R_5lzMkAxF6S7t2ZW,anonymous,EN,,Yes,Yes,1985,Female,"4 year college degree (e.g., bachelor's degree)",West,Yes,American Indian or Alaska Native,,,,,,,"$90,000 to $99,999",Very Interested7,6,Very Interested7,6,5,Very Interested7,5,6,5,6,A great deal of attention7,6,5,A lot like me7,6,A lot like me7,A lot like me7,A lot like me7,6,5,6,6,A lot like me7,Somewhat like me4,A lot like me7,6,2,Definitely true,Likely true,Definitely true,Definitely true,Likely true,Likely true,Definitely true,Definitely true,Likely false,Definitely true,Likely true,Likely true,20.338,20.371,24.047,2,,,,,,,,,,,,,Very much7,Very much7,6,5,6,Very much7,5,6,6,Somewhat4,7,6,7,7,6,6,Very likely7,6,Very likely7,5,Very likely7,6,Very likely7,Very likely7,6,6,Very likely7,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,conservative,conservative,,,Qual81139-0421-GenPop-[MD],C0007,1,,,912,,49454771,4167,0g0UXQCHWqWg2mREl0EW0x,0.728081504,0.652239478,35-54,Other_Races,DV1,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=0g0UXQCHWqWg2mREl0EW0x&ps_hash=4434c107b3c06ee6c62d705f821e5341c883a4c4,4434c107b3c06ee6c62d705f821e5341c883a4c4
07-05-2026 07:59,07-05-2026 08:03,IP Address,100,229,TRUE,07-05-2026 08:03,R_539l3wJjwckn5yp,anonymous,EN,,Yes,Yes,1985,Male,"Advanced degree (e.g., graduate school, JD, MD, PhD)",West,Yes,,,,,White,,,"$150,000 or more",6,Very Interested7,6,6,6,Very Interested7,A great deal of attention7,A great deal of attention7,6,6,6,A great deal of attention7,A lot like me7,6,A lot like me7,6,A lot like me7,6,A lot like me7,6,A lot like me7,6,A lot like me7,A lot like me7,6,A lot like me7,6,Definitely true,Definitely true,Definitely true,Definitely true,Likely true,Likely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Likely true,,,,,,,,,5.251,7.58,32.238,2,,,,,Very much7,Very much7,Very much7,6,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,7,7,7,7,,,,,,,,,,,,,,,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,7 - The benefits strongly outweigh the risks,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,7 - A great deal of guidance,conservative,very conservative,,,Qual81139-0421-GenPop-[MD],C0007,1,,,229,,49427913,2904,2JIE9YyNNUPnshhvMsbN5M,0.623090877,0.723663935,35-54,Hispanic,DV2,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=2JIE9YyNNUPnshhvMsbN5M&ps_hash=c7496b8e4a39eabd8df4012aa247ef0a11548fdd,c7496b8e4a39eabd8df4012aa247ef0a11548fdd
07-05-2026 07:59,07-05-2026 08:05,IP Address,100,326,TRUE,07-05-2026 08:05,R_6fV0Vk1l6yWI6eq,anonymous,EN,,Yes,Yes,1983,Male,"2 year degree (e.g., associate degree)",South,Yes,,,,,White,,,"$50,000 to $59,999",3,3,Not at all interested1,Very Interested7,Not at all interested1,3,No attention at all1,No attention at all1,No attention at all1,6,No attention at all1,No attention at all1,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,Somewhat like me4,6,Not at all like me1,6,Somewhat like me4,Don't know,Don't know,Definitely true,Don't know,Definitely true,Likely true,Definitely true,Likely true,Likely true,Likely true,,Likely true,,,,,,,,,0,0,22.061,0,,,,,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,1,1,1,1,,,,,,,,,,,,,,,Strongly disagree1,Strongly disagree1,Strongly disagree1,Strongly agree7,Strongly disagree1,Strongly agree7,4 - The risks and benefits are about equal,Strongly disagree1,Strongly disagree1,Strongly disagree1,Strongly disagree1,Strongly disagree1,Strongly disagree1,7 - A great deal of guidance,very conservative,very conservative,,,Qual81139-0421-GenPop-[MD],C0007,1,,,326,,49454771,2904,3fcYIrmsUGSYCQOI0SnG98,0.623090877,0.723663935,35-54,Hispanic,DV2,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=3fcYIrmsUGSYCQOI0SnG98&ps_hash=0dcee406b9cad29e85a221973881d5c4f17dcb31,0dcee406b9cad29e85a221973881d5c4f17dcb31
07-05-2026 07:56,07-05-2026 08:07,IP Address,100,630,TRUE,07-05-2026 08:07,R_6ikF6BuPsb9EnEl,anonymous,EN,,Yes,Yes,1955,Male,High school graduate,South,Yes,,,,,White,,,"$20,000 to $29,999",2,2,3,5,3,3,3,A moderate amount of attention4,A moderate amount of attention4,5,5,2,Somewhat like me4,Somewhat like me4,5,5,Somewhat like me4,Somewhat like me4,Somewhat like me4,Somewhat like me4,3,3,6,Somewhat like me4,6,A lot like me7,6,Likely true,Definitely false,Definitely true,Likely true,Likely true,Definitely false,Likely false,Likely false,Likely true,Likely false,Likely false,Likely false,,,,,18.009,29.996,32.301,2,,,,,,,,,Very much7,Very much7,5,6,Somewhat4,2,Somewhat4,Somewhat4,Not at all1,Not at all1,5,4,6,6,Somewhat likely4,5,5,5,Somewhat likely4,Somewhat likely4,Somewhat likely4,3,Somewhat likely4,Somewhat likely4,Somewhat likely4,5,5,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,very conservative,very conservative,,,Qual81139-0421-GenPop-[MD],C0007,1,,,630,,49410151,3789,4X0Xpx8S7vZw88ckhcWFH5,0.623090877,0.723663935,55+,Hispanic,DV1,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=4X0Xpx8S7vZw88ckhcWFH5&ps_hash=9c4e630d7930bcecf3c976a6eec5a1e3c0b13637,9c4e630d7930bcecf3c976a6eec5a1e3c0b13637
07-05-2026 07:44,07-05-2026 08:08,IP Address,100,1457,TRUE,07-05-2026 08:08,R_1HwaSR5E61pEPzs,anonymous,EN,,Yes,Yes,1947,Female,Some college,South,No,,,,,White,,,"$40,000 to $49,999",3,Moderately interested4,5,3,Very Interested7,6,A moderate amount of attention4,5,5,3,A great deal of attention7,5,6,5,5,6,5,6,Somewhat like me4,Not at all like me1,5,5,A lot like me7,6,5,6,A lot like me7,Definitely true,Likely false,Likely true,Likely false,Likely false,Likely true,Likely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,6.419,32.38,34.032,23,,,,,,,,,,,,,5,Very much7,5,6,5,Somewhat4,6,5,Not at all1,Not at all1,7,6,7,7,Somewhat likely4,6,Somewhat likely4,5,5,5,Somewhat likely4,5,5,5,Somewhat likely4,6,6,Very likely7,,,,,,,,,,,,,,4 - A moderate amount of guidance,somewhat liberal,somewhat conservative,,,Qual81139-0421-GenPop-[MD],C0007,1,,,1457,,49454771,4167,0JFGKQa7mDnFU8jG1xfy1x,1.988730713,1.369824734,55+,Whites,DV1,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=0JFGKQa7mDnFU8jG1xfy1x&ps_hash=72d86895b50693ef44cb16ec3ad1861211f629fc,72d86895b50693ef44cb16ec3ad1861211f629fc
07-05-2026 08:01,07-05-2026 08:09,IP Address,100,501,TRUE,07-05-2026 08:09,R_5imQSx13wfqiWge,anonymous,EN,,Yes,Yes,1947,Female,"4 year college degree (e.g., bachelor's degree)",South,Yes,,,,,White,,,"$20,000 to $29,999",2,Moderately interested4,3,Moderately interested4,Moderately interested4,Moderately interested4,No attention at all1,A moderate amount of attention4,3,5,A moderate amount of attention4,A moderate amount of attention4,3,Somewhat like me4,5,6,3,3,3,Somewhat like me4,3,3,5,5,3,5,5,Likely true,Likely false,Likely false,Likely true,Definitely true,Likely false,Likely false,Likely false,Likely true,Likely true,Likely true,Likely false,,,,,2.156,21.005,21.801,3,,,,,,,,,Somewhat4,Somewhat4,Somewhat4,Somewhat4,Somewhat4,3,Not at all1,Not at all1,Not at all1,Not at all1,4,4,4,4,,,,,,,,,,,,,,,5,Neither agree nor disagree4,5,3,5,Strongly agree7,3,5,5,5,5,5,5,3,moderate,moderate,,,Qual81139-0421-GenPop-[MD],C0007,1,,,501,,49454771,2904,2zL7dKqKrODeAFT87VT7sv,0.623090877,0.723663935,55+,Hispanic,DV2,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=2zL7dKqKrODeAFT87VT7sv&ps_hash=e8aa3bf8910bd490a0fe9b410d09cdabebf847ec,e8aa3bf8910bd490a0fe9b410d09cdabebf847ec
