StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_DuplicateRespondent,Q2,Q3,Q5,Q6,Q7,Q8,Q9,Q10,Q10_6_TEXT,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q20_First Click,Q20_Last Click,Q20_Page Submit,Q20_Click Count,Q22_First Click,Q22_Last Click,Q22_Page Submit,Q22_Click Count,Q24_First Click,Q24_Last Click,Q24_Page Submit,Q24_Click Count,Q26_First Click,Q26_Last Click,Q26_Page Submit,Q26_Click Count,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q27_10,Q28_1,Q28_2,Q28_3,Q28_4,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,Q29_10,Q29_11,Q29_12,Q29_13,Q29_14,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q31,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q33,Q34,Q35,Q_DuplicateRespondentStatus,Q_BallotBoxStuffing,opp,gc,term,tg,Q_TotalDuration,PS,SVID,supplier_id,_os_api_transaction_id,age_group,race,2nd_order
07/05/26 9:23,07/05/26 9:28,IP Address,100,301,TRUE,07/05/26 9:28,R_11nHtVoyUWNXE0U,anonymous,EN,,Yes,Yes,1999,Female,High school graduate,South,No,White,,"$20,000 to $29,999",Not at all interested1,3,Not at all interested1,3,2,2,3,3,2,3,3,3,2,2,Not at all like me1,3,3,Somewhat like me4,Not at all like me1,2,A lot like me7,3,3,3,Not at all like me1,Not at all like me1,5,Definitely true,Don't know,Likely true,Don't know,Likely true,Likely true,Likely true,Definitely true,Likely true,Likely true,Definitely false,Likely true,3.26,17.281,24.537,14,,,,,,,,,,,,,2,Not at all1,3,2,2,3,3,3,2,Not at all1,4,5,4,7,3,2,3,Not at all likely1,2,2,3,5,2,2,2,5,Not at all likely1,Very likely7,,,,,,,,,,,,,,4 - A moderate amount of guidance,somewhat conservative,somewhat conservative,,,Qual81139-0421-GenPop-[MD],1,,,301,,49458690,2904,76xEmmxCPTsXKLlDw0UCOt,18-34,Whites,DV1
07/05/26 9:19,07/05/26 9:28,IP Address,100,550,TRUE,07/05/26 9:28,R_7urqFbXOY6H2nXb,anonymous,EN,,Yes,Yes,1996,Male,"4 year college degree (e.g., bachelor's degree)",Midwest,No,White,,"$40,000 to $49,999",3,Moderately interested4,5,Moderately interested4,Very Interested7,5,2,3,3,2,A great deal of attention7,5,Somewhat like me4,5,Somewhat like me4,A lot like me7,5,A lot like me7,5,Somewhat like me4,A lot like me7,5,Somewhat like me4,Somewhat like me4,Somewhat like me4,Somewhat like me4,3,Likely true,Don't know,Don't know,Don't know,Definitely true,Likely false,Definitely true,Likely true,Definitely true,Definitely true,Definitely true,Likely true,,,,,5.612,18.385,34.725,6,,,,,,,,,5,5,6,5,Somewhat4,Somewhat4,5,5,3,3,6,5,6,4,,,,,,,,,,,,,,,6,5,Neither agree nor disagree4,3,Neither agree nor disagree4,Strongly agree7,6,5,5,5,5,5,Neither agree nor disagree4,7 - A great deal of guidance,conservative,conservative,,,Qual81139-0421-GenPop-[MD],1,,,550,,49458690,2904,6FEx12PGX0ROyDfoZ9dQzu,18-34,Whites,DV2
07/05/26 9:21,07/05/26 9:30,IP Address,100,506,TRUE,07/05/26 9:30,R_3spN7FpjpZ83eZF,anonymous,EN,,Yes,Yes,1997,Female,High school graduate,Midwest,No,White,,"$10,000 to $19,999",6,Very Interested7,5,Very Interested7,3,5,A great deal of attention7,6,A great deal of attention7,A great deal of attention7,6,A great deal of attention7,A lot like me7,6,A lot like me7,A lot like me7,6,A lot like me7,6,Somewhat like me4,5,A lot like me7,2,3,2,3,3,Don't know,Don't know,Don't know,Don't know,Definitely true,Don't know,Definitely true,Definitely true,Likely true,Likely false,Definitely true,Likely true,,,,,,,,,,,,,12.791,19.136,20.751,4,Somewhat4,6,Very much7,6,6,5,Somewhat4,3,6,6,4,3,3,4,6,6,Somewhat likely4,3,Very likely7,5,6,6,6,5,6,Very likely7,Very likely7,Very likely7,,,,,,,,,,,,,,3,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,506,,49458690,2904,19jNoLNd4NkcnM0RlSV9pN,18-34,Whites,DV1
07/05/26 9:24,07/05/26 9:30,IP Address,100,360,TRUE,07/05/26 9:30,R_6y3I0dEhZXHTeIB,anonymous,EN,,Yes,Yes,2004,Male,High school graduate,Midwest,Yes,White,,"Less than $10,000",Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Somewhat like me4,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Somewhat like me4,Not at all like me1,Not at all like me1,Not at all like me1,Likely true,Don't know,Likely true,Likely true,Don't know,Likely true,,,,,,,,,,,,,,,14.531,14.696,22.759,2,,,,,Somewhat4,Not at all1,6,Not at all1,Not at all1,Very much7,6,Not at all1,Not at all1,Not at all1,7,7,7,7,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,360,,49458690,2904,4Pcl1AqNIRh56YtwvcQD2G,18-34,Hispanic,DV1
07/05/26 9:20,07/05/26 9:31,IP Address,100,672,TRUE,07/05/26 9:31,R_13KQYLWMDqs2qVH,anonymous,EN,,Yes,Yes,1988,Female,Less than high school,South,No,Black or African American,,"Less than $10,000",Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,A lot like me7,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,,,,,,,,,,,,,,,,,,15.741,18.36,26.761,4,3,Not at all1,Not at all1,5,Not at all1,Not at all1,6,Not at all1,Not at all1,Not at all1,2,1,3,1,,,,,,,,,,,,,,,6,3,Neither agree nor disagree4,3,Strongly disagree1,Strongly agree7,1 - The risks strongly outweigh the benefits,Strongly agree7,Strongly disagree1,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,Strongly agree7,1 - No guidance at all,very conservative,very liberal,,,Qual81139-0421-GenPop-[MD],1,,,672,,49458690,2904,2oW49Mjvetk0oJj8bUpidB,35-54,Blacks/AA,DV2
07/05/26 9:31,07/05/26 9:34,IP Address,100,197,TRUE,07/05/26 9:34,R_5hZDSpQbqmmSaXL,anonymous,EN,,Yes,Yes,1992,Female,"4 year college degree (e.g., bachelor's degree)",South,Yes,White,,"$60,000 to $69,999",3,3,5,3,Moderately interested4,Moderately interested4,5,5,5,A moderate amount of attention4,3,5,Somewhat like me4,Somewhat like me4,Somewhat like me4,3,3,5,5,Somewhat like me4,3,5,3,Somewhat like me4,3,Somewhat like me4,5,Likely true,Likely true,Likely true,Likely true,Likely true,Likely true,Likely true,Definitely true,Definitely true,Likely true,Definitely true,Likely false,,,,,,,,,,,,,0,0,31.129,0,Somewhat4,Somewhat4,3,5,Somewhat4,Somewhat4,Somewhat4,Somewhat4,Somewhat4,Somewhat4,3,4,2,3,,,,,,,,,,,,,,,5,6,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,Strongly agree7,4 - The risks and benefits are about equal,Neither agree nor disagree4,3,5,3,2,2,4 - A moderate amount of guidance,somewhat conservative,conservative,,,Qual81139-0421-GenPop-[MD],1,,,197,,49458690,2904,7bDfoOsWzp1tmhq3BOZIpA,18-34,Hispanic,DV2
07/05/26 9:22,07/05/26 9:34,IP Address,100,741,TRUE,07/05/26 9:34,R_72JnI2dz7qRKLgY,anonymous,EN,,Yes,Yes,1999,Female,Less than high school,Northeast,No,White,,"Less than $10,000",5,Moderately interested4,6,Moderately interested4,Very Interested7,2,A moderate amount of attention4,A moderate amount of attention4,5,2,A great deal of attention7,2,Somewhat like me4,Somewhat like me4,5,6,5,6,6,6,6,5,Somewhat like me4,6,6,6,5,Definitely true,Definitely true,Likely true,Likely true,Don't know,Definitely true,Definitely true,Definitely true,Likely true,Definitely true,Definitely true,Likely true,,,,,,,,,2.968,20.391,21.265,6,,,,,5,Somewhat4,Somewhat4,Somewhat4,3,3,3,Somewhat4,3,3,3,3,3,4,,,,,,,,,,,,,,,Strongly agree7,Strongly agree7,5,Neither agree nor disagree4,Strongly agree7,Strongly agree7,4 - The risks and benefits are about equal,6,6,6,5,5,Neither agree nor disagree4,1 - No guidance at all,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,741,,49458690,2904,39k8c03ZHsyfoVfhGk31o2,18-34,Whites,DV2
07/05/26 9:32,07/05/26 9:36,IP Address,100,251,TRUE,07/05/26 9:36,R_3o4gnsc99KzaY7f,anonymous,EN,,Yes,Yes,1994,Male,High school graduate,Midwest,No,Black or African American,,"$40,000 to $49,999",Moderately interested4,6,6,5,Moderately interested4,5,A moderate amount of attention4,5,5,A great deal of attention7,5,A great deal of attention7,A lot like me7,6,6,6,3,A lot like me7,A lot like me7,A lot like me7,Somewhat like me4,3,5,6,6,A lot like me7,Somewhat like me4,Likely true,Likely true,Definitely true,Likely true,Likely true,Likely true,Likely false,Definitely true,Likely true,Likely true,Likely false,Definitely false,,,,,15.128,15.128,22.087,1,,,,,,,,,Very much7,Very much7,Very much7,Very much7,Very much7,5,Very much7,5,Not at all1,Not at all1,5,7,7,7,5,Somewhat likely4,Very likely7,5,5,5,6,Somewhat likely4,Somewhat likely4,Very likely7,6,Very likely7,3,Very likely7,,,,,,,,,,,,,,4 - A moderate amount of guidance,somewhat conservative,very liberal,,,Qual81139-0421-GenPop-[MD],1,,,251,,49458690,2904,7LSWwqWSVn6KvtOf34w6IV,18-34,Blacks/AA,DV1
07/05/26 9:28,07/05/26 9:37,IP Address,100,573,TRUE,07/05/26 9:37,R_6YaDuS7HGJ6ZHtS,anonymous,EN,,Yes,Yes,1961,Male,High school graduate,Northeast,Yes,White,,"$10,000 to $19,999",2,Moderately interested4,Moderately interested4,2,3,Moderately interested4,2,A moderate amount of attention4,A moderate amount of attention4,2,A moderate amount of attention4,A moderate amount of attention4,3,2,2,3,2,3,2,2,Somewhat like me4,2,Somewhat like me4,3,Somewhat like me4,Somewhat like me4,5,Likely true,Definitely true,Likely true,Don't know,Don't know,Likely true,Likely true,,,Likely true,Likely true,Likely true,,,,,,,,,0,0,144.304,0,,,,,Somewhat4,Somewhat4,5,5,3,3,Somewhat4,Somewhat4,2,2,6,5,5,5,Somewhat likely4,Somewhat likely4,3,3,Somewhat likely4,Somewhat likely4,3,3,3,Somewhat likely4,Somewhat likely4,Somewhat likely4,3,Very likely7,,,,,,,,,,,,,,1 - No guidance at all,liberal,moderate,,,Qual81139-0421-GenPop-[MD],1,,,573,,49454771,2904,4dj7wCMILGy5ER8D83OK3b,55+,Hispanic,DV1
07/05/26 9:27,07/05/26 9:38,IP Address,100,700,TRUE,07/05/26 9:38,R_3wGEtkEMXCl3f5C,anonymous,EN,,Yes,Yes,1991,Female,"2 year degree (e.g., associate degree)",Midwest,No,White,,"$10,000 to $19,999",3,6,Moderately interested4,Very Interested7,6,Moderately interested4,A great deal of attention7,A moderate amount of attention4,A moderate amount of attention4,A great deal of attention7,5,6,A lot like me7,A lot like me7,A lot like me7,A lot like me7,6,A lot like me7,A lot like me7,5,A lot like me7,A lot like me7,3,2,3,3,3,Likely true,Likely true,Definitely false,Likely true,Definitely true,Definitely true,Likely true,Likely true,Likely true,Definitely true,Definitely true,Likely false,15.932,17.545,27.572,3,,,,,,,,,,,,,Very much7,6,5,Somewhat4,Somewhat4,3,Somewhat4,Somewhat4,3,Not at all1,5,4,4,5,6,Very likely7,5,5,Very likely7,6,6,Very likely7,6,Very likely7,Somewhat likely4,Very likely7,6,Very likely7,,,,,,,,,,,,,,3,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,700,,49458690,2904,1yahd9XwrN7K6efu3RllPW,35-54,Whites,DV1
07/05/26 9:24,07/05/26 9:38,IP Address,100,885,TRUE,07/05/26 9:38,R_5mmB8E6bVKAqcKS,anonymous,EN,,Yes,Yes,1993,Male,"4 year college degree (e.g., bachelor's degree)",Midwest,No,White,,"$80,000 to $89,999",Very Interested7,6,6,6,5,Very Interested7,A great deal of attention7,6,6,6,6,A great deal of attention7,6,5,6,5,Somewhat like me4,A lot like me7,Somewhat like me4,6,A lot like me7,5,6,6,5,A lot like me7,5,Definitely true,Likely false,Definitely true,Likely false,Definitely true,Likely false,Definitely true,Likely true,Definitely false,Definitely true,Definitely true,Likely false,0.684,36.344,44.388,3,,,,,,,,,,,,,Very much7,6,Very much7,5,5,6,Somewhat4,6,6,Not at all1,2,6,7,6,6,5,Somewhat likely4,5,5,5,6,6,5,5,6,6,6,Very likely7,,,,,,,,,,,,,,6,very conservative,very conservative,,,Qual81139-0421-GenPop-[MD],1,,,885,,49458690,2904,2dhN9NEdJfsYwFnJRMVvlw,18-34,Whites,DV1
07/05/26 9:33,07/05/26 9:39,IP Address,100,324,TRUE,07/05/26 9:39,R_1jpJ7Om0GCnzbM5,anonymous,EN,,Yes,Yes,2005,Female,High school graduate,South,No,Asian,,"$60,000 to $69,999",Moderately interested4,Moderately interested4,Not at all interested1,2,Moderately interested4,3,A moderate amount of attention4,A moderate amount of attention4,2,No attention at all1,5,3,Somewhat like me4,Not at all like me1,Somewhat like me4,5,2,5,Not at all like me1,Not at all like me1,Somewhat like me4,2,6,6,5,Somewhat like me4,6,Definitely true,Definitely true,Definitely true,Don't know,Definitely true,Likely true,Definitely true,Definitely false,Likely true,Definitely true,,Definitely true,,,,,,,,,1.159,14.304,21.561,12,,,,,Somewhat4,6,Very much7,5,Not at all1,Not at all1,5,Somewhat4,Not at all1,Not at all1,5,4,5,5,Somewhat likely4,Somewhat likely4,2,Not at all likely1,Somewhat likely4,2,3,3,Not at all likely1,Somewhat likely4,2,Somewhat likely4,3,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,very conservative,very conservative,,,Qual81139-0421-GenPop-[MD],1,,,324,,49458690,2904,618KLheqAJpFKZD3jUN1sz,18-34,Asian/Pacific,DV1
07/05/26 9:28,07/05/26 9:40,IP Address,100,700,TRUE,07/05/26 9:40,R_7qelQYa3rHgjrjU,anonymous,EN,,Yes,Yes,2007,Female,Less than high school,South,No,"Asian,White",,"$20,000 to $29,999",Very Interested7,Not at all interested1,Moderately interested4,Not at all interested1,Very Interested7,2,A great deal of attention7,No attention at all1,A moderate amount of attention4,No attention at all1,A great deal of attention7,No attention at all1,A lot like me7,6,A lot like me7,6,6,6,3,3,5,A lot like me7,Somewhat like me4,Not at all like me1,Somewhat like me4,3,Somewhat like me4,Likely true,Definitely false,Definitely true,Don't know,Likely true,Likely false,Likely true,Likely true,Definitely true,Definitely true,Definitely true,Likely false,,,,,1.277,20.533,21.267,10,,,,,,,,,Very much7,Very much7,6,Very much7,6,Very much7,Somewhat4,Somewhat4,Not at all1,Not at all1,7,7,7,7,Very likely7,Very likely7,6,Very likely7,Somewhat likely4,Very likely7,Very likely7,Somewhat likely4,Not at all likely1,Very likely7,Very likely7,Very likely7,Somewhat likely4,Very likely7,,,,,,,,,,,,,,1 - No guidance at all,very liberal,very liberal,,,Qual81139-0421-GenPop-[MD],1,,,700,,49458690,2904,4OfVZVr8bj4cKmsMOuTdof,18-34,Asian/Pacific,DV1
07/05/26 9:32,07/05/26 9:41,IP Address,100,550,TRUE,07/05/26 9:41,R_7I4uHoVPAJHm3m4,anonymous,EN,,Yes,Yes,1992,Female,Less than high school,South,No,White,,"$20,000 to $29,999",2,3,Moderately interested4,Moderately interested4,2,Moderately interested4,2,3,A moderate amount of attention4,A moderate amount of attention4,2,A moderate amount of attention4,Somewhat like me4,Somewhat like me4,Somewhat like me4,Somewhat like me4,Somewhat like me4,Somewhat like me4,Not at all like me1,Somewhat like me4,A lot like me7,Not at all like me1,Somewhat like me4,Not at all like me1,Not at all like me1,A lot like me7,Somewhat like me4,Definitely true,Definitely false,Definitely true,Definitely false,Definitely true,Definitely false,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,9.574,20.372,22.795,3,,,,,,,,,,,,,Very much7,Very much7,Very much7,Very much7,Not at all1,Very much7,Not at all1,Somewhat4,Not at all1,Not at all1,7,7,7,7,,,,,,,,,,,,,,,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,7 - The benefits strongly outweigh the risks,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,7 - A great deal of guidance,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,550,,49458690,687,1eX1xcjZthKFTG4y9ZF9Cn,18-34,Whites,DV2
07/05/26 9:38,07/05/26 9:42,IP Address,100,253,TRUE,07/05/26 9:42,R_5Oe5BSGEwsKSZPJ,anonymous,EN,,Yes,Yes,1993,Male,High school graduate,West,No,White,,"Less than $10,000",Moderately interested4,Moderately interested4,Moderately interested4,Moderately interested4,Moderately interested4,Moderately interested4,A moderate amount of attention4,A moderate amount of attention4,A moderate amount of attention4,A moderate amount of attention4,A moderate amount of attention4,A moderate amount of attention4,A lot like me7,5,5,A lot like me7,5,5,5,5,Somewhat like me4,5,3,2,3,Somewhat like me4,Somewhat like me4,Definitely true,Likely false,Likely false,Likely true,Don't know,Definitely true,Likely true,Likely true,Likely true,Likely true,Likely true,Likely false,18.794,18.794,20.988,1,,,,,,,,,,,,,Somewhat4,Somewhat4,Somewhat4,Somewhat4,Somewhat4,3,Somewhat4,3,2,2,6,2,6,6,Somewhat likely4,2,2,Not at all likely1,Not at all likely1,3,2,2,Not at all likely1,3,2,Somewhat likely4,Somewhat likely4,Very likely7,,,,,,,,,,,,,,1 - No guidance at all,conservative,somewhat conservative,,,Qual81139-0421-GenPop-[MD],1,,,253,,49458690,2904,2mSVntDphQrVOwez4cfEHk,18-34,Whites,DV1
07/05/26 9:35,07/05/26 9:44,IP Address,100,526,TRUE,07/05/26 9:44,R_5BVZUGRHYFe3z7E,anonymous,EN,,Yes,Yes,1995,Female,"4 year college degree (e.g., bachelor's degree)",South,No,White,,"$100,000 to $149,999",2,Not at all interested1,Not at all interested1,6,Not at all interested1,Not at all interested1,2,5,3,5,2,2,2,5,5,2,2,6,3,5,5,5,5,3,5,5,5,Likely true,Likely true,Likely true,Likely true,Likely false,Likely true,Likely false,Definitely true,Likely false,Likely true,Likely true,Definitely true,,,,,,,,,,,,,49.189,49.189,49.881,1,Somewhat4,3,5,Somewhat4,Somewhat4,Somewhat4,Somewhat4,3,Not at all1,3,3,3,3,5,,,,,,,,,,,,,,,5,5,5,3,3,Strongly agree7,5,5,6,6,6,5,5,3,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,526,,49458690,2904,2tFLtpPFdvDQblOCpMnfY8,18-34,Whites,DV2
07/05/26 9:34,07/05/26 9:46,IP Address,100,687,TRUE,07/05/26 9:46,R_3IYkl3RYqlQ6JFC,anonymous,EN,,Yes,Yes,1992,Male,"Advanced degree (e.g., graduate school, JD, MD, PhD)",South,No,Black or African American,,"$100,000 to $149,999",5,6,6,6,5,Very Interested7,5,5,6,6,5,A great deal of attention7,A lot like me7,6,6,A lot like me7,6,A lot like me7,5,6,A lot like me7,A lot like me7,6,2,5,A lot like me7,5,Don't know,Likely true,Likely true,Likely true,Likely true,Definitely true,Definitely true,Likely false,Likely true,Definitely true,Likely true,Definitely true,,,,,,,,,5.482,5.482,23.035,1,,,,,Somewhat4,5,6,6,Somewhat4,Somewhat4,6,5,Not at all1,Not at all1,7,5,7,7,,,,,,,,,,,,,,,5,5,6,6,Neither agree nor disagree4,Strongly agree7,4 - The risks and benefits are about equal,6,5,5,Neither agree nor disagree4,5,5,6,conservative,very conservative,,,Qual81139-0421-GenPop-[MD],1,,,687,,49458690,607,5HIkbbqzEs7L1ydLCF0y9s,18-34,Blacks/AA,DV2
07/05/26 9:29,07/05/26 9:47,IP Address,100,1109,TRUE,07/05/26 9:47,R_7Y36DcPdARfoE08,anonymous,EN,,Yes,Yes,1993,Female,"4 year college degree (e.g., bachelor's degree)",West,No,White,,"$100,000 to $149,999",Very Interested7,Very Interested7,Moderately interested4,6,Very Interested7,Very Interested7,A great deal of attention7,A great deal of attention7,A great deal of attention7,5,A great deal of attention7,5,A lot like me7,A lot like me7,6,6,A lot like me7,6,6,A lot like me7,6,A lot like me7,6,6,A lot like me7,6,6,Definitely true,Definitely true,Likely true,Definitely true,Definitely true,Definitely true,Likely false,Definitely true,Definitely true,Likely true,Definitely true,Likely true,,,,,4.997,102.779,103.443,15,,,,,,,,,Very much7,Very much7,Very much7,5,6,6,Very much7,Very much7,5,6,7,6,7,7,Very likely7,Very likely7,6,Very likely7,5,Very likely7,6,6,Very likely7,6,6,5,6,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,1109,,49458690,2904,2Ry92y7kzM1ckCFDTHxThO,18-34,Whites,DV1
07/05/26 9:38,07/05/26 9:48,IP Address,100,563,TRUE,07/05/26 9:48,R_59rFkxvmVg0qQX7,anonymous,EN,,Yes,Yes,1997,Male,High school graduate,Midwest,No,Black or African American,,"$20,000 to $29,999",6,Moderately interested4,Moderately interested4,Moderately interested4,5,Very Interested7,6,A moderate amount of attention4,A moderate amount of attention4,A moderate amount of attention4,A moderate amount of attention4,6,6,5,6,6,6,Somewhat like me4,Somewhat like me4,5,Somewhat like me4,Somewhat like me4,3,3,3,5,6,Definitely true,Don't know,Definitely true,Likely true,Likely true,Don't know,Definitely true,Likely true,Definitely true,Likely true,Likely true,Likely false,,,,,8.501,20.45,21.9,6,,,,,,,,,6,Very much7,Very much7,Very much7,5,5,Very much7,Very much7,Not at all1,3,7,4,7,7,,,,,,,,,,,,,,,Strongly agree7,Strongly disagree1,Strongly agree7,Strongly disagree1,Neither agree nor disagree4,Strongly agree7,7 - The benefits strongly outweigh the risks,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Neither agree nor disagree4,4 - A moderate amount of guidance,moderate,somewhat liberal,,,Qual81139-0421-GenPop-[MD],1,,,563,,49458690,607,1pxWe7wmEGN3AYXtkxxnOs,18-34,Blacks/AA,DV2
07/05/26 9:43,07/05/26 9:49,IP Address,100,347,TRUE,07/05/26 9:49,R_623TaD6TIvyeeYb,anonymous,EN,,Yes,Yes,1996,Male,"4 year college degree (e.g., bachelor's degree)",West,No,White,,"$100,000 to $149,999",Very Interested7,6,Very Interested7,Very Interested7,Very Interested7,Very Interested7,A great deal of attention7,A great deal of attention7,A great deal of attention7,6,6,5,5,6,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,6,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,Likely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,,,,,,,,,,,,,3.77,15.625,22.301,4,Very much7,6,Very much7,Very much7,Very much7,Very much7,6,Very much7,Very much7,Not at all1,7,7,7,7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,347,,49458690,607,6QEKPDCxsji4jP8u6rMrPw,18-34,Whites,DV1
07/05/26 9:41,07/05/26 9:50,IP Address,100,530,TRUE,07/05/26 9:50,R_3el6T92mHelpdqH,anonymous,EN,,Yes,Yes,1983,Female,"4 year college degree (e.g., bachelor's degree)",Midwest,Yes,White,,"$100,000 to $149,999",Moderately interested4,Moderately interested4,Moderately interested4,Moderately interested4,5,Moderately interested4,A moderate amount of attention4,A moderate amount of attention4,A moderate amount of attention4,A moderate amount of attention4,A moderate amount of attention4,A moderate amount of attention4,Somewhat like me4,Somewhat like me4,Somewhat like me4,Somewhat like me4,Somewhat like me4,5,5,Somewhat like me4,5,Somewhat like me4,3,3,3,5,3,Definitely true,Don't know,Don't know,Don't know,Definitely true,Definitely false,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,10.348,19.792,20.82,12,,,,,,,,,,,,,2,2,Somewhat4,2,3,2,3,2,3,2,4,4,4,4,Somewhat likely4,Somewhat likely4,Somewhat likely4,Somewhat likely4,3,Somewhat likely4,Somewhat likely4,2,2,Somewhat likely4,Somewhat likely4,Somewhat likely4,3,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,moderate,somewhat liberal,,,Qual81139-0421-GenPop-[MD],1,,,530,,49454771,2904,0OST74HcsZCkl5wKc6XGCG,35-54,Hispanic,DV1
07/05/26 9:45,07/05/26 9:50,IP Address,100,292,TRUE,07/05/26 9:50,R_62ANDVfdH0Zs0GR,anonymous,EN,,Yes,Yes,1999,Female,"2 year degree (e.g., associate degree)",South,No,Black or African American,,"$10,000 to $19,999",5,Moderately interested4,2,Moderately interested4,6,Very Interested7,A moderate amount of attention4,A moderate amount of attention4,5,A great deal of attention7,3,A great deal of attention7,Somewhat like me4,A lot like me7,6,A lot like me7,Somewhat like me4,3,6,6,5,6,A lot like me7,5,Somewhat like me4,6,Somewhat like me4,Don't know,Don't know,Definitely true,Likely false,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,,Definitely true,Definitely true,,,,,,,,,28.645,28.645,29.669,1,,,,,5,Somewhat4,Not at all1,3,Somewhat4,Somewhat4,3,6,6,3,5,2,5,3,,,,,,,,,,,,,,,Neither agree nor disagree4,5,6,3,Strongly agree7,Strongly agree7,5,5,5,6,5,6,Strongly agree7,3,very liberal,very liberal,,,Qual81139-0421-GenPop-[MD],1,,,292,,49458690,2904,3XxVK7dxa0XflZpuHyt6pV,18-34,Blacks/AA,DV2
07/05/26 9:47,07/05/26 9:52,IP Address,100,310,TRUE,07/05/26 9:52,R_1plqVw13gvUDihU,anonymous,EN,,Yes,Yes,2004,Female,High school graduate,South,No,White,,"$50,000 to $59,999",6,6,6,6,5,6,6,6,6,6,6,6,3,6,5,5,6,6,6,6,Somewhat like me4,6,5,5,Somewhat like me4,5,5,Definitely true,Definitely true,Definitely true,Likely false,Definitely true,Likely true,,Definitely true,Definitely true,,Definitely true,Definitely true,,,,,,,,,2.768,3.377,23.142,3,,,,,6,3,6,Somewhat4,6,6,6,5,5,Very much7,5,5,4,2,,,,,,,,,,,,,,,5,6,5,5,3,Strongly agree7,5,6,5,6,6,5,6,3,somewhat liberal,moderate,,,Qual81139-0421-GenPop-[MD],1,,,310,,49458690,2904,1a480bqhcdA7yEvXC8sPWc,18-34,Whites,DV2
